作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
060543,Ｊ・Ｆ・ケネディ大統領就任演説　1961年１月20日,ジェー・エフ・ケネディだいとうりょうしゅうにんえんぜつ　せんきゅうひゃくろくじゅういちねんいちがつはつか,しえええふけねていたいとうりようしゆうにんえんせつせんきゆうひやくろくしゆういちねんいちかつはつか,,,,,NDC 253 312,新字新仮名,あり,2021-01-20,2020-12-26,https://www.aozora.gr.jp/cards/000892/card60543.html,002160,加藤,光一,かとう,こういち,かとう,こういち,Kato,Koichi,翻訳者,,,あり,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/6tMxgAjZ#PglDDyJL0syRhnULqK0qhTMC7cktsgqwObj5fY_knpE,2020-04-13,UTF-8,Unicode,0,,,,,
060545,リンカーン　ゲティスバーグ演説,リンカーン　ゲティスバーグえんぜつ,りんかあんけていすはあくえんせつ,1863.11.19　アメリカ　ペンシルバニア ゲティスバーグ近くの戦場にて,1863.11.19　アメリカ　ペンシルバニア ゲティスバーグちかくのせんじょうにて,,,NDC 253 312,新字新仮名,あり,2020-11-19,2020-10-25,https://www.aozora.gr.jp/cards/002161/card60545.html,002160,加藤,光一,かとう,こういち,かとう,こういち,Kato,Koichi,翻訳者,,,あり,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/qoVFjQKD#aeJGvJ7X_Uo_j6vTVhfCptc9bVZShTeJxBqBaMZvBUs,2020-04-13,UTF-8,Unicode,0,,,,,
060546,リンカーン大統領第一期就任演説　1861年３月４日月曜日,リンカーンだいとうりょうだいいっきしゅうにんえんぜつ　せんはっぴゃくろくじゅういちねんさんがつよっかげつようび,りんかあんたいとうりようたいいつきしゆうにんえんせつせんはつひやくろくしゆういちねんさんかつよつかけつようひ,,,,,NDC 253 312,新字新仮名,あり,2021-03-04,2021-02-25,https://www.aozora.gr.jp/cards/002161/card60546.html,002160,加藤,光一,かとう,こういち,かとう,こういち,Kato,Koichi,翻訳者,,,あり,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/XwFRBSbI#kj-uVT9dAfxW_djrtLu2uM2JsgtEjG0sgR_jjhmyttk,2020-04-13,UTF-8,Unicode,0,,,,,
060547,リンカーン大統領第二期就任演説　1865年３月４日,リンカーンだいとうりょうだいにきしゅうにんえんぜつ　せんはっぴゃくろくじゅうごねんさんがつよっか,りんかあんたいとうりようたいにきしゆうにんえんせつせんはつひやくろくしゆうこねんさんかつよつか,,,,,NDC 253 312,新字新仮名,あり,2021-03-04,2021-02-25,https://www.aozora.gr.jp/cards/002161/card60547.html,002160,加藤,光一,かとう,こういち,かとう,こういち,Kato,Koichi,翻訳者,,,あり,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/z4MVTSoR#TajX5MZvymNPfxGv1YO1YfkUNme3Nb6Ojyu1ceEMUZI,2020-04-13,UTF-8,Unicode,0,,,,,
003392,悪魔の足,あくまのあし,あくまのあし,,,THE ADVENTURE OF THE DEVIL'S FOOT,,NDC K933,新字新仮名,あり,2001-06-12,2014-09-17,https://www.aozora.gr.jp/cards/000009/card3392.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,"""His Last Bow""所収 ""The Adventure of the Devils Foot""",,,,,,,,,,,,,,,,枯葉,,"http://www1.bbiq.jp/kareha/trans/txt/devils_foot,_the.zip",2012-07-27,ShiftJIS,JIS X 0208,3,"http://www1.bbiq.jp/kareha/trans/html/devils_foot,_the.html",2012-07-27,ShiftJIS,JIS X 0208,2
004831,グレイト・ギャツビー,グレイト・ギャツビー,くれいときやつひい,,,THE GREAT GATSBY,,NDC 933,新字新仮名,あり,2002-10-15,2014-09-17,https://www.aozora.gr.jp/cards/001036/card4831.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,"http://www1.bbiq.jp/kareha/trans/txt/great_gatsby,_the.zip",2012-07-27,ShiftJIS,JIS X 0208,1,"http://www1.bbiq.jp/kareha/trans/html/great_gatsby,_the.html",2012-07-27,ShiftJIS,JIS X 0208,1
003393,チャールズ・オーガスタス・ミルヴァートン,チャールズ・オーガスタス・ミルヴァートン,ちやあるすおおかすたすみるうああとん,,,THE ADVENTUER OF CHARLES AUGUSTUS MILVERTON,,NDC K933,新字新仮名,あり,2001-06-12,2014-09-17,https://www.aozora.gr.jp/cards/000009/card3393.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,"""The Return of Sherlock Holmes""所収 ""The Adventure of Charles Augustus Milverton""",,,,,,,,,,,,,,,,枯葉,,http://www1.bbiq.jp/kareha/trans/txt/charles_augustus_milverton.zip,2012-07-27,ShiftJIS,JIS X 0208,2,http://www1.bbiq.jp/kareha/trans/html/charles_augustus_milverton.html,2012-07-27,ShiftJIS,JIS X 0208,2
058044,天涯から来たる色,てんがいからきたるいろ,てんかいからきたるいろ,,,The Colour Out of Space,,NDC 933,新字新仮名,あり,2017-03-15,2017-01-20,https://www.aozora.gr.jp/cards/001699/card58044.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,,,,,,,,,,,,,,,,,枯葉,,"http://www1.bbiq.jp/kareha/trans/txt/colour_out_of_space,_the.zip",2016-08-24,ShiftJIS,JIS X 0208,0,"http://www1.bbiq.jp/kareha/trans/html/colour_out_of_space,_the.html",2016-08-24,UTF-8,Unicode,0
003394,ノーウッドの建築家,ノーウッドのけんちくか,のおうつとのけんちくか,,,THE ADVENTURE OF THE NORWOOD BUILDER,,NDC K933,新字新仮名,あり,2001-06-12,2014-09-17,https://www.aozora.gr.jp/cards/000009/card3394.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,"""The Return of Sherlock Holmes""所収 ""The Adventure of the Norwood Builder""",,,,,,,,,,,,,,,,枯葉,,"http://www1.bbiq.jp/kareha/trans/txt/norwood_builder,_the.zip",2012-07-27,ShiftJIS,JIS X 0208,2,"http://www1.bbiq.jp/kareha/trans/html/norwood_builder,_the.html",2012-07-27,ShiftJIS,JIS X 0208,2
003395,ブルー・カーバンクル,ブルー・カーバンクル,ふるうかあはんくる,,,THE ADVENTURE OF THE BLUE CARBUNCLE,,NDC K933,新字新仮名,あり,2001-06-12,2014-09-17,https://www.aozora.gr.jp/cards/000009/card3395.html,000880,枯葉,,かれは,,かれは,,Kareha,,翻訳者,,,あり,"""The Adventure of Sherlock Holmes""所収 ""The Adventure of the Blue Carbuncle""",,,,,,,,,,,,,,,,枯葉,,"http://www1.bbiq.jp/kareha/trans/txt/blue_carbuncle,_the.zip",2012-07-27,ShiftJIS,JIS X 0208,3,"http://www1.bbiq.jp/kareha/trans/html/blue_carbuncle,_the.html",2012-07-27,ShiftJIS,JIS X 0208,3
000520,侯爵夫人,こうしゃくふじん,こうしやくふしん,,,The Marquise,,NDC 932,新字新仮名,あり,1999-03-12,2014-09-17,https://www.aozora.gr.jp/cards/000223/card520.html,000223,カワード,ノエル,カワード,ノエル,かわあと,のえる,Coward,Noel,著者,1899-12-16,1973-03-26,あり,,,,,,,,,,,,,,,,,能美武功,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-03-12,ShiftJIS,JIS X 0208,0,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-03-12,ShiftJIS,JIS X 0208,0
000534,Macintoshとデザインの周辺,マッキントッシュとデザインのしゅうへん,まつきんとつしゆとてさいんのしゆうへん,,,,,NDC 727,新字新仮名,あり,1997-10-20,2014-09-17,https://www.aozora.gr.jp/cards/000099/card534.html,000099,菊池,美範,きくち,よしのり,きくち,よしのり,Kikuchi,Yoshinori,著者,,,あり,,,,,,,,,,,,,,,,,菊池美範,,,,,,,http://www.ar-inc.co.jp/m_and_d/index.html,1997-10-20,ShiftJIS,JIS X 0208,0
002592,虹の海の童話集1,にじのうみのどうわしゅう1,にしのうみのとうわしゆう,,,,,NDC K913,新字新仮名,あり,2000-12-16,2014-09-17,https://www.aozora.gr.jp/cards/000373/card2592.html,000373,北畠,尊也,きたばたけ,たかや,きたはたけ,たかや,Kitabatake,Takaya,著者,1967,,あり,,,,,,,,,,,,,,,,,北畠尊也,,,,,,,,,,,
000608,モウグリの兄弟たち,モウグリのきょうだいたち,もうくりのきようたいたち,,,Mowgri's Brothers,,NDC K933,新字新仮名,あり,2000-04-21,2014-09-17,https://www.aozora.gr.jp/cards/000114/card608.html,000114,キプリング,ラデャード,キプリング,ラデャード,きふりんく,らてやあと,Kipling,Rudyard,著者,1865-12-30,1936-01-18,なし,"""The Project Gutenberg Etext of The Jungle Book by Kipling"" Jnglb10.zip および Rudyard Kipling, ""The Jungle Books,"" Penguin Polular Classics ed.,London: Penguin Books, 1994, First published in 1894.",,,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/jungle/jungle.zip,2009-11-28,ShiftJIS,JIS X 0208,3,http://cosmoshouse.com/works/jungle/jungle.htm,2009-11-28,ShiftJIS,JIS X 0208,4
055880,アリスの地底めぐり,アリスのちていめぐり,ありすのちていめくり,,,ALICE'S ADVENTURES UNDER GROUND,,NDC K933,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001393/card55880.html,001393,キャロル,ルイス,キャロル,ルイス,きやろる,るいす,Carroll,Lewis,著者,1832-01-27,1898-01-14,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001393/files/55880_ruby_50041.zip,2015-06-19,ShiftJIS,JIS X 0208,3,https://puboo.jp/book/61968,2022-04-21,UTF-8,Unicode,1
054926,えほんのアリス,えほんのアリス,えほんのありす,,,"THE NURSERY ""ALICE""",,NDC K726,新字新仮名,あり,2012-04-17,2022-04-21,https://www.aozora.gr.jp/cards/001393/card54926.html,001393,キャロル,ルイス,キャロル,ルイス,きやろる,るいす,Carroll,Lewis,著者,1832-01-27,1898-01-14,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001393/files/54926_txt_47247.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/34356,2022-04-21,UTF-8,Unicode,1
055606,心を養う,こころをやしなう,こころをやしなう,,,,,NDC 934,新字新仮名,あり,2012-09-29,2015-09-21,https://www.aozora.gr.jp/cards/001393/card55606.html,001393,キャロル,ルイス,キャロル,ルイス,きやろる,るいす,Carroll,Lewis,著者,1832-01-27,1898-01-14,なし,,,,,,,,,,,,,,,,,石波杏,,http://www13.plala.or.jp/nami/feeding.zip,2012-09-29,ShiftJIS,JIS X 0208,1,http://www13.plala.or.jp/nami/feeding.html,2012-09-29,ShiftJIS,JIS X 0208,1
054924,あップルパイを,あップルパイを,あつふるはいを,,,A APPLE PIE,,NDC K726,新字新仮名,あり,2012-04-12,2022-04-21,https://www.aozora.gr.jp/cards/001686/card54924.html,001686,グリーナウェイ,ケイト,グリーナウェイ,ケイト,くりいなうえい,けいと,Greenaway,Kate,著者,1846-03-17,1901-11-06,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001686/files/54924_txt_47244.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/35337,2022-04-21,UTF-8,Unicode,1
054925,マリゴールド・ガーデン,マリゴールド・ガーデン,まりこおるとかあてん,,,MARIGOLD GARDEN,,NDC K726,新字新仮名,あり,2012-04-12,2022-04-21,https://www.aozora.gr.jp/cards/001686/card54925.html,001686,グリーナウェイ,ケイト,グリーナウェイ,ケイト,くりいなうえい,けいと,Greenaway,Kate,著者,1846-03-17,1901-11-06,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001686/files/54925_txt_53435.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/36612,2022-04-21,UTF-8,Unicode,1
000750,英語対訳版草木塔抄他／Fire on the Mountain,えいごたいやくばんそうもくとうしょうほか／ファイア　オン　ザ　マウンテン,えいこたいやくはんそうもくとうしようほかふあいあおんさまうんてん,,,,,NDC 911,新字旧仮名,あり,1998-05-18,2015-08-16,https://www.aozora.gr.jp/cards/000146/card750.html,000201,グリーン,ジェイムズ,グリーン,ジェイムズ,くりいん,しえいむす,Green,James,翻訳者,,2014-04,あり,山頭火句集,ちくま文庫、筑摩書房,,,,山頭火全集,春陽堂書店,,山頭火文庫・句集四,春陽堂書店,,,,,,,浜野安紀子、浜野智,,http://www.lcv.ne.jp/~ibs52086/fire.zip,2015-08-16,ShiftJIS,JIS X 0208,3,http://www.lcv.ne.jp/~ibs52086/fire/,2015-08-16,UTF-8,JIS X 0208,3
